question_id,role,ticker,year,report_id,table,table_ordinal,row,column,row_label,column_header,raw,parsed_value,source_section,seed_column_header,source_scale,sign_convention,value_base,raw_occurrences_in_logical_grid,title_context
631,value,IJC,2015,IJC_financial_statements_2015_separate,IJC_financial_statements_2015_separate|355,8,9,3,8. Chi phí bán hàng,Năm nay | 594.618.329.573 | 15.552.539.661,29.077.914.421,29077914421.0,,,1.0,as_printed,29077914421.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015', 'Đơn vị tính: VND']"
631,value,IJC,2018,IJC_financial_statements_2018_separate,IJC_financial_statements_2018_separate|392,9,9,3,8. Chi phí bán hàng,Năm nay | 1.074.113.017.510 | 73.777.576.500,38.181.492.079,38181492079.0,,,1.0,as_printed,38181492079.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
640,value,QNS,2020,QNS_financial_statements_2020_consolidated,QNS_financial_statements_2020_consolidated|1569,46,1,1,Chi phí nhân viên bán hàng,Năm 2020 | 216.535.138.683 | 140.401.741.749,216.535.138.683,216535138683.0,,,1.0,as_printed,216535138683.0,1,"['Năm 2020 Năm 2019 Chi phí lãi vay 71.041.570.755 76.961.987.689 Lỗ chênh lệch tỷ giá 805.915.138 400.106.368 Cộng 71.847.485.893 77.362.094.057', '30. Chi phí bán hàng và chi phí quản lý doanh nghiệp', 'a. Các khoản chi phí bán hàng phát sinh trong năm']"
640,value,QNS,2021,QNS_financial_statements_2021_consolidated,QNS_financial_statements_2021_consolidated|1630,45,1,1,Chi phí nhân viên bán hàng,Năm 2021 | 276.524.311.903 | 171.200.359.736,276.524.311.903,276524311903.0,,,1.0,as_printed,276524311903.0,1,"['Năm 2021 Năm 2020 Chi phí lãi vay 65.880.925.449 71.041.570.755 Lỗ chênh lệch tỷ giá 400.496.037 805.915.138 Cộng 66.281.421.486 71.847.485.893', '30. Chi phí bán hàng và chi phí quản lý doanh nghiệp', 'a. Các khoản chi phí bán hàng phát sinh trong năm']"
644,revenue,DIG,2022,DIG_financial_statements_2022_consolidated,DIG_financial_statements_2022_consolidated|1255,54,2,1,Doanh thu thuần hoạt động xây dựng,Năm nayVND | 1.137.527.099.164 | 307.446.838.456,307.446.838.456,307446838456.0,,,1.0,as_printed,307446838456.0,1,"['2. Các khoản giảm trừ doanh thu', 'Năm nayVND Năm trướcVND Chiết khấu thương mại 968.484.798 157.284.399 Giảm giá hàng bán 1.441.614.777 1.316.703.771 Hàng bán bị trả lại 31.123.771.880 15.573.436.133 Cộng 33.533.871.455 17.047.424.303', '3. Doanh thu thuần về bán hàng và cung cấp dịch vụ']"
644,revenue,DIG,2023,DIG_financial_statements_2023_consolidated,DIG_financial_statements_2023_consolidated|1380,50,2,1,Doanh thu thuần hoạt động xây dựng,Năm nayVND | 554.936.237.863 | 146.338.666.266,146.338.666.266,146338666266.0,,,1.0,as_printed,146338666266.0,1,"['2. Các khoản giảm trừ doanh thu', 'Năm nayVND Năm trướcVND Chiết khấu thương mại 564.759.072 968.484.798 Giảm giá hàng bán 819.295.200 1.441.614.777 Hàng bán bị trả lại 11.970.029.053 31.123.771.880 Cộng 13.354.083.325 33.533.871.455', '3. Doanh thu thuần về bán hàng và cung cấp dịch vụ']"
646,value,KHG,2021,KHG_financial_statements_2021_consolidated,KHG_financial_statements_2021_consolidated|1021,41,2,1,Chi phí nhân viên,Năm 2021 | VND | 22.287.552.828,22.287.552.828,22287552828.0,,,1.0,as_printed,22287552828.0,1,"['MÃU SÓ B09 - DN/HN', 'Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo', '24. CHI PHÍ BÁN HÀNG']"
646,value,KHG,2020,KHG_financial_statements_2020_consolidated,KHG_financial_statements_2020_consolidated|786,32,2,1,Chi phí nhân viên,Năm 2020 | VND | 11.949.173.962,11.949.173.962,11949173962.0,,,1.0,as_printed,11949173962.0,1,"['MÃU SÓ B09 - DN/HN', 'Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo', '22. CHI PHÍ BÁN HÀNG']"
648,value,HHS,2022,HHS_financial_statements_2022_separate,HHS_financial_statements_2022_separate|1198,33,5,1,Chi phí dịch vụ mua ngoài,Năm 2022 | VND | 15.475.000,804.598.764,804598764.0,,,1.0,as_printed,804598764.0,1,"['22. CHI PHÍ TÀI CHÍNH', 'Năm 2022 Năm 2021 VND VND Lãi tiền vay 13.958.421.257 14.274.229.987 Lỗ chênh lệch tỷ giá phát sinh trong kỳ 4.984.512.321 826.266.853 Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối kỳ 1.872.142.341 6.100.745 20.815.075.919 15.106.597.585', '23. CHI PHÍ BÁN HÀNG']"
648,value,HHS,2023,HHS_financial_statements_2023_separate,HHS_financial_statements_2023_separate|1278,34,5,1,Chi phí dịch vụ mua ngoài,Năm 2023 | VND | 11.110.606,4.141.153.775,4141153775.0,,,1.0,as_printed,4141153775.0,1,"['Tòa nhà 116 Nguyễn Đức Cảnh, P.Cát Dải, Q.Lê Chân, TP.Hải Phòng', 'Cho năm tài chính kết thúc ngày 31/12/2023', '25. CHI PHÍ BÁN HÀNG']"
650,value,SSI,2020,SSI_financial_statements_2020_consolidated,SSI_financial_statements_2020_consolidated|394,11,6,3,Cộng doanh thu hoạt động tài chính,Năm nay | 28.659.748.695,208.753.551.822,208753551822.0,,,1.0,as_printed,208753551822.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG HỢP NHẤT (tiếp theo)', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020', 'Đơn vị tính: VND']"
650,value,SSI,2023,SSI_financial_statements_2023_consolidated,SSI_financial_statements_2023_consolidated|400,11,6,3,Cộng doanh thu hoạt động tài chính,Năm nay | 8.171.970.366,123.303.909.120,123303909120.0,,,1.0,as_printed,123303909120.0,1,"['cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023', 'B02-CTCK/HN', 'Đơn vị tính: VND']"
655,value,VIC,2019,VIC_financial_statements_2019_consolidated,VIC_financial_statements_2019_consolidated|229,4,2,3,I. Tiền và các khoản tương đương tiền,Số cuối năm | 197.392.876 | 18.446.968,18.446.968,18446968.0,,,1000000.0,as_printed,18446968000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2019', 'Đơn vị tính: triệu VND']"
655,value,VIC,2021,VIC_financial_statements_2021_consolidated,VIC_financial_statements_2021_consolidated|219,4,2,3,I. Tiền và các khoản tương đương tiền,Số cuối năm | 161.374.270 | 18.352.236,18.352.236,18352236.0,,,1000000.0,as_printed,18352236000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2021', 'Đơn vị tính: triệu VND']"
658,value,PLX,2024,PLX_financial_statements_2024_consolidated,PLX_financial_statements_2024_consolidated|216,8,9,3,"Phần lãi trong các công ty liên doanh, liên kết",2024 VND | 284.124.014.890.319 | 106.590.351.159,528.005.384.335,528005384335.0,,,1.0,as_printed,528005384335.0,1,"['Mẫu B 02 – DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
658,value,PLX,2024,PLX_financial_statements_2024_consolidated,PLX_financial_statements_2024_consolidated|1621,62,2,1,Lợi nhuận thuần hợp nhất thuộc về các cổ đông phổ thông (VND),2024 | 2.889.803.702.540,2.889.803.702.540,2889803702540.0,,,1.0,as_printed,2889803702540.0,1,"['(a) Số cổ phiếu phổ thông bình quân gia quyền', 'Số cổ phiếu 2024 2023 Số lượng bình quân gia quyền của cổ phiếu phổ thông đang lưu hành trong năm 1.270.592.235 1.270.592.235', '(b) Lãi cơ bản trên cổ phiếu']"
672,value,MBS,2022,MBS_financial_statements_2022,MBS_financial_statements_2022|1312,37,5,1,Tổng cộng,31/12/2022VND | 403.503.721 | -,14.317.396.673,14317396673.0,,,1.0,as_printed,14317396673.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)', 'vào ngày 31 tháng 12 năm 2022 và cho năm tài chính kết thúc cùng ngày', '12. CHI PHÍ TRÀ TRƯỚC NGẮN HẠN']"
672,value,MBS,2022,MBS_financial_statements_2022,MBS_financial_statements_2022|1387,43,7,1,Tổng cộng,31/12/2022VND | 50.852.795.424 | 13.338.722.000,82.608.405.477,82608405477.0,,,1.0,as_printed,82608405477.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)', 'vào ngày 31 tháng 12 năm 2022 và cho năm tài chính kết thúc cùng ngày', '16. CHI PHÍ TRÀ TRƯỚC DÀI HẠN']"
675,value,MML,2021,MML_financial_statements_2021_separate,MML_financial_statements_2021_separate|146,3,11,3,Đầu tư tài chính dài hạn,31/12/2021 VND | 3.964.037.962.462 | 2.756.000,3.962.880.024.017,3962880024017.0,,,1.0,as_printed,3962880024017.0,1,"['Mâu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
675,equity,MML,2021,MML_financial_statements_2021_separate,MML_financial_statements_2021_separate|165,4,15,3,Vốn chủ sở hữu,31/12/2021 VND | NGUỒN VỐN | 2.080.965.707.890,5.416.895.027.800,5416895027800.0,,,1.0,as_printed,5416895027800.0,2,"['Mẫu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
700,interest_expense,HDG,2015,HDG_financial_statements_2015_consolidated,HDG_financial_statements_2015_consolidated|1286,35,1,1,Lãi vay phải trả,31/12/2015VND | 8.386.591.115 | 165.541.824.531,8.386.591.115,8386591115.0,,,1.0,as_printed,8386591115.0,1,"['(b) Thuế và các khoản phải nộp Nhà nước', '1/1/2015VND Số phải nộp trong năm VND Số đã nộp/ bù trừ trong năm VND 31/12/2015VND Thuế giá trị gia tăng 9.825.128.649 78.089.268.523 (76.283.030.712) 11.631.366.460 Thuế thu nhập doanh nghiệp 35.665.520.335 43.954.151.287 (73.947.787.095) 5.671.884.527 Thuế thu nhập cá nhân 304.300.011 4.406.867.066 (4.227.545.603) 483.621.474 45.794.948.995 126.450.286.876 (154.458.363.410) 17.786.872.461', '21. Chi phí phải trả ngắn hạn']"
700,value,HDG,2015,HDG_financial_statements_2015_consolidated,HDG_financial_statements_2015_consolidated|1339,38,1,1,Vay dài hạn (i),31/12/2015VND | 81.548.121.621 | 595.634.500.000,81.548.121.621,81548121621.0,,,1.0,as_printed,81548121621.0,1,"['(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)', '(b) Vay dài hạn và trái phiếu phát hành']"
701,value,IJC,2020,IJC_financial_statements_2020_separate,IJC_financial_statements_2020_separate|1877,69,3,2,Chi phí bán hàng,875.633.832.112 | 98.785.626.150 | 56.196.620.478,35.790.518.309,35790518309.0,,,1.0,as_printed,35790518309.0,1,"['Theo Quyết định ngày 15 tháng 12 năm 2020 của Đoàn Thanh tra Bộ Tài chính, Công ty trình bày lại số liệu so sánh trên Báo cáo tài chính như sau:', 'Mã số Số liệu trước điều chỉnh Các điều chỉnh Số liệu sau điều chỉnh Băng cân đối kế toán Phải thu ngắn hạn khác 136 31.380.666.518 3.585.433.378 34.966.099.896 Hàng tồn kho 141 4.774.377.349.844 17.759.266.595 4.792.136.616.439 Tài sản cố định hữu hình 221 511.469.632.754 7.821.086.358 519.290.719.112 - Nguyên giá 222 926.946.153.608 9.088.539.573 936.034.693.181 - Giá trị hao mòn lũy kế 223 (415.476.520.854) (1.267.453.215) (416.743.974.069) Đầu tư vào công ty con 251 17.377.481.005 4.162.826.677 21.540.307.682 Chi phí trả trước dài hạn 261 10.519.103.861 (2.229.576.096) 8.289.527.765 Thuế và các khoản phải nộp Nhà nước 313 102.115.489.360 5.387.242.047 107.502.731.407 Lợi nhuận sau thuế chưa phân phối 421 325.509.216.501 25.711.794.865 351.221.011.366', 'Báo cáo kết quả hoạt động kinh doanh']"
701,revenue,IJC,2020,IJC_financial_statements_2020_separate,IJC_financial_statements_2020_separate|1902,71,4,2,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Lĩnh vực kinh doanh bắt động sản | Năm nay | 1.569.519.020.764,1.569.519.020.764,1569519020764.0,,,1.0,as_printed,1569519020764.0,2,"['Địa chỉ: 230 Đại lộ Bình Dương, Phường Phú Hòa, TP. Thủ Dầu Một, Tỉnh Bình Dương BẢO CÁO TÀI CHÍNH', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020', 'Phụ lục: Thông tin về bộ phận theo lĩnh vực kinh doanh']"
705,value,KBC,2022,KBC_financial_statements_2022_consolidated,KBC_financial_statements_2022_consolidated|315,8,10,3,8. Vay ngắn hạn,Số cuối năm | 17.060.993.904.926 | 10.684.165.020.680,3.951.376.578.333,3951376578333.0,,,1.0,as_printed,3951376578333.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2022', 'Đơn vị tính: VND']"
705,equity,KBC,2022,KBC_financial_statements_2022_consolidated,KBC_financial_statements_2022_consolidated|330,9,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 17.845.519.292.086,17.845.519.292.086,17845519292086.0,,,1.0,as_printed,17845519292086.0,2,"['B01-DN/HN', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo) ngày 31 tháng 12 năm 2022', 'Đơn vị tính: VND']"
707,value,VGT,2024,VGT_financial_statements_2024_consolidated,VGT_financial_statements_2024_consolidated|1281,34,13,2,,31/12/2024 | Giá gốc VND | Nợ quá hạn,463.862.185.773,463862185773.0,,,1.0,as_printed,463862185773.0,1,"['Thuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2024 (tiếp theo)', 'Mẫu B 09 – DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22/12/2014 của Bộ Tài chính)']"
707,value,VGT,2024,VGT_financial_statements_2024_consolidated,VGT_financial_statements_2024_consolidated|1179,28,3,1,,31/12/2024VND | 342.740.710.687 | 1.932.597.052.709,2.275.337.763.396,2275337763396.0,,,1.0,as_printed,2275337763396.0,1,"['Biến động các khoản đầu tư tại các công ty liên kết trong năm như sau:', '2024VND 2023VND Số dư đầu năm 2.904.444.477.366 2.787.135.254.314 Tăng do thoái vốn đầu tư vào các công ty con, công ty con trở thành công ty liên kết 2.851.957.645 - Tăng do đầu tư vào công ty liên kết 16.162.240.000 11.335.000.000 Phần lãi trong các công ty liên kết 564.162.269.974 564.025.195.885 Cổ tức nhận được (482.844.521.945) (447.907.972.833) Thanh lý các công ty liên kết (9.879.394.389) (10.143.000.000) Giảm do tỷ lệ sở hữu của Tập đoàn tại một số công ty liên kết giảm (3.253.722.317) - Số dư cuối năm 2.991.643.306.334 2.904.444.477.366', '8. Phải thu ngắn hạn của khách hàng']"
709,interest_expense,MSR,2022,MSR_financial_statements_2022_consolidated,MSR_financial_statements_2022_consolidated|357,4,8,3,Trong đó: Chi phí lãi vay,2022 Nghìn VND | 15.562.992.329 | 13.444.675,1.194.553.796,1194553796.0,,,1.0,as_printed,1194553796.0,1,"['Công ty Cổ phần Masan High-Tech Materials và các công ty con Báo cáo kết quả hoạt động kinh doanh hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2022', 'Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22/12/2014 của Bộ Tài chính)']"
709,value,MSR,2022,MSR_financial_statements_2022_consolidated,MSR_financial_statements_2022_consolidated|1588,32,3,6,Vay ngắn hạn,31/12/2022,5.818.241.451,5818241451.0,,,1.0,as_printed,5818241451.0,1,"['ngày 22/12/2014 của Bộ Tài chính)', '19. Vay và trái phiếu phát hành', '(a) Vay và trái phiếu phát hành ngắn hạn']"
716,interest_expense,POW,2025,POW_financial_statements_2025_separate,POW_financial_statements_2025_separate|370,5,7,3,- Trong đó: Chi phí lãi vay,Năm nay | 24.378.145.913.873,473.265.452.098,473265452098.0,,,1.0,as_printed,473265452098.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025', 'Đơn vị: VND']"
716,value,POW,2025,POW_financial_statements_2025_separate,POW_financial_statements_2025_separate|1099,32,2,6,Vay dài hạn,Số cuối năm | Giá trị | 17.863.074.463.758,17.863.074.463.758,17863074463758.0,,,1.0,as_printed,17863074463758.0,4,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG (Tiếp theo)', 'MÃU SỐ B 09-DN', 'b. Dài hạn']"
721,value,VIF,2020,VIF_financial_statements_2020_consolidated,VIF_financial_statements_2020_consolidated|1262,34,2,1,Đầu tư vào cổ phiếu (i),Số cuối năm | 15.996.208.039,15.996.208.039,15996208039.0,,,1.0,as_printed,15996208039.0,1,"['vào ngày 31 tháng 12 năm 2020 và cho năm tài chính kết thúc cùng ngày', '16. CÁC KHOÀN ĐẦU TƯ TÀI CHÍNH DÀI HẠN (tiếp theo)', '16.2 Đầu tư góp vốn vào đơn vị khác']"
721,value,VIF,2020,VIF_financial_statements_2020_consolidated,VIF_financial_statements_2020_consolidated|1162,28,2,1,Đầu tư vào công ty liên kết,Số cuối năm | Số dư | 1.141.390.360.287,1.141.390.360.287,1141390360287.0,,,1.0,as_printed,1141390360287.0,2,"['vào ngày 31 tháng 12 năm 2020 và cho năm tài chính kết thúc cùng ngày', '16. CÁC KHOÀN ĐẦU TƯ TÀI CHÍNH DÀI HẠN', 'Đơn vị tính: VND']"
734,cfo,DIG,2025,DIG_financial_statements_2025_separate,DIG_financial_statements_2025_separate|423,8,17,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Năm nay | I. Lưu chuyển tiền từ hoạt động kinh doanh | 811.362.621.692,1.682.054.263.714,1682054263714.0,,,1.0,as_printed,1682054263714.0,1,"['BÁO CÁO LƯU CHUYÊN TIỀN TỆ RIÊNG', 'Năm 2025', 'Đơn vị tính: VND']"
734,cfo,KBC,2025,KBC_financial_statements_2025_separate,KBC_financial_statements_2025_separate|360,9,15,3,Lưu chuyển tiền thuần tử hoạt động kinh doanh,Năm kết thúc ngày31 tháng 12 năm 2025VND | Lưu chuyển tiền tử hoạt động kinh doanh | 177.826.021.027,(4.816.920.596.626),-4816920596626.0,,,1.0,as_printed,-4816920596626.0,1,"['Báo cáo lưu chuyển tiền tệ riêng', '(phương pháp gián tiếp)', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025']"
737,value,ASM,2023,ASM_financial_statements_2023_consolidated,ASM_financial_statements_2023_consolidated|465,14,4,3,4. Giá vốn hàng bán,Năm nay | 11.991.539.015.201 | 18.385.263.094,10.632.177.882.578,10632177882578.0,,,1.0,as_printed,10632177882578.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Năm tài chính 2023 kết thúc tại ngày 31/12/2023', 'Đơn vị tính: VND']"
737,value,BAF,2023,BAF_financial_statements_2023_consolidated,BAF_financial_statements_2023_consolidated|288,8,4,3,4. Giá vốn hàng bán và dịch vụ cung cấp,Năm nay | 5.204.230.720.499 | (5.445.425.109),(4.855.521.787.959),-4855521787959.0,,,1.0,absolute_expense,4855521787959.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023', 'VND']"
746,value,DXS,2024,DXS_financial_statements_2024_separate,DXS_financial_statements_2024_separate|1069,32,1,1,Chi phí thuế TNDN hiện hành,Năm nay | 18.382.997 | -,18.382.997,18382997.0,,,1.0,as_printed,18382997.0,1,"['vào ngày 31 tháng 12 năm 2024 và cho năm tài chính kết thúc cùng ngày', '19. THUẾ THU NHẬP DOANH NGHIỆP (tiếp theo)', '19.1 Chi phí thuế TNDN']"
746,value,KHG,2024,KHG_financial_statements_2024_separate,KHG_financial_statements_2024_separate|962,48,9,1,Chi phí thuế TNDN hiện hành,Năm 2024 | VND | 70.068.760.186,15.485.596.216,15485596216.0,,,1.0,as_printed,15485596216.0,2,"['29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YẾU TÓ', 'Năm 2024 Năm 2023 VND VND Chi phí nguyên liệu, vật liệu 426.662.170 1.158.389.193 Chi phí nhân công 98.805.609.309 88.407.453.050 Chi phí khấu hao tài sản cố định 545.019.825 439.100.040 Chi phí dịch vụ mua ngoài 85.141.072.188 37.937.346.834 Chi phí khác bằng tiền 2.386.990.366 67.264.871.454 Cộng 187.305.353.858 195.207.160.571', '30. CHI PHÍ THUÉ THU NHẬP DOANH NGHIỆP HIỆN HÀNH']"
762,value,GEX,2019,GEX_financial_statements_2019_consolidated,GEX_financial_statements_2019_consolidated|315,7,17,3,V. Đầu tư tài chính dài hạn,Số cuối năm | 12.879.804.385.981 | 2.857.639.695,4.369.772.576.391,4369772576391.0,,,1.0,as_printed,4369772576391.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2019', 'Đơn vị tính: VND']"
762,value,SAM,2019,SAM_financial_statements_2019_consolidated,SAM_financial_statements_2019_consolidated|202,6,20,3,V. Đầu tư tài chính dài hạn,Số cuối năm | 2.396.738.667.767 | 50.405.537.354,1.217.119.306.125,1217119306125.0,,,1.0,as_printed,1217119306125.0,1,"['BẢNG CẦN ĐÔI KÊ TOẠN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2019', 'VND']"
766,value,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|716,14,6,1,b) Phải thu khách hàng là các bên liên quan (Thuyết minh số 37),Số cuối nămVND | a) Phải thu khách hàng là bên thứ ba | 9.276.705.184,416.469.830.532,416469830532.0,,,1.0,as_printed,416469830532.0,1,"['(*) Tiền gửi có kỳ hạn ngắn hạn thể hiện các khoản tiền gửi bằng Đồng Việt Nam có kỳ hạn từ 3 đến dưới 12 tháng tại các ngân hàng thương mại với lãi suất hàng năm được hưởng từ 5,2%/năm đến 9%/năm (ngày 31 tháng 12 năm 2016: 4,3%/năm đến 6,1%/năm).', 'Tổng Công ty đã sử dụng một số hợp đồng tiền gửi tại các ngân hàng thường mại với tổng số tiền là 60.000.000.000 đồng làm tài sản đảm bảo cho Thư bào lãnh tín dụng đảm bảo thực hiện các hợp đồng kinh tế.', '6. PHÀI THU NGĂN HẠN CỦA KHÁCH HÀNG']"
766,value,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|800,11,8,1,b) Phải thu khách hàng là các bên ilên quan(xem Thuyết minh số 33),Số cuối nămVND | a) Phải thu ngắn hạn của khách hàng | 3.828.571.992.079,2.190.734.835.411,2190734835411.0,,,1.0,as_printed,2190734835411.0,1,"['Số cuối năm Số đầu năm Giá gốc Tỷ lệ góp vốn Giá gốc Tỷ lệ góp vốn VND VND Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí 7.000.000.000 8,75% 7.000.000.000 8,75% Công ty TNHH Kho ngầm Xăng dầu Dầu khí Việt Nam 4.244.000.000 10,00% 4.244.000.000 10,00% 11.244.000.000 11.244.000.000', 'Theo quy định tại Thông tư số 200/2014/TT-BTC ngày 22 tháng 12 năm 2014, giá trị hợp lý của các khoản đầu tư trên tại ngày 31 tháng 12 năm 2017 cần được trình bày. Tuy nhiên, Công ty hiện chưa xác định được giá trị hợp lý này do các đơn vị được đầu tư chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán và Công ty cũng chưa thu thập được các thông tin đáng tin cậy khác để xác định giá trị hợp lý, nên giá trị hợp lý của các khoản đầu tư trên tại ngày 31 tháng 12 năm 2017 chưa được trình bày trên Thuyết minh báo cáo tài chính hợp nhất.', '6. PHÀI THU NGÂN HẠN CỦA KHÁCH HÀNG']"
775,value,SNZ,2022,SNZ_financial_statements_2022_consolidated,SNZ_financial_statements_2022_consolidated|2034,60,5,1,Chi phí dịch vụ mua ngoài,Năm 2022VND | 62.500.265.633 | 664.164.149.041,2.529.098.642.906,2529098642906.0,,,1.0,as_printed,2529098642906.0,1,"['5.6. Chi phí quản lý doanh nghiệp', 'Năm 2022VND Năm 2021VND Chi phí nhân viên quản lý 238.057.063.657 267.475.889.467 Chi phí vật liệu quản lý 5.299.722.462 3.812.769.509 Chi phí đồ dùng văn phòng 7.869.793.669 9.765.656.801 Chi phí khấu hao tài sản cố định 19.229.005.127 18.374.892.251 Thuế, phí, lệ phí 17.257.339.066 11.878.093.535 Chi phí dự phòng 11.021.669.271 9.969.455.253 Chi phí dịch vụ mua ngoài 47.907.597.111 40.273.483.448 Chi phí khác bằng tiền 86.442.307.992 84.738.044.119 Cộng 433.084.498.355 446.288.284.383', '5.7. Chi phí sản xuất kinh doanh theo yếu tố']"
775,value,VPI,2022,VPI_financial_statements_2022_consolidated,VPI_financial_statements_2022_consolidated|1498,53,5,1,Chi phí dịch vụ mua ngoài,Đơn vị tính: VND | Năm nay | 1.091.642.850.619,380.697.368.367,380697368367.0,,,1.0,as_printed,380697368367.0,1,"['30. THU NHẬP VÀ CHI PHÍ KHÁC', 'Năm nay Đơn vị tính: VND Năm trước Thu nhập khác Tiền phạt, bồi thường thu được 1.156.990.446 10.301.030.818 Tiền thu được từ nợ phải thu tồn động lâu ngày 31.988.875.138 - Các khoản khác 915.380.753 1.642.387.410 34.061.246.337 11.943.418.228 Chi phí khác Chi phí tài trợ, ùng hộ 10.000.000.000 17.000.000 Các khoản khác 2.291.305.597 3.615.494.834 12.291.305.597 3.632.494.834 LỢI NHUẬN KHÁC 21.769.940.740 8.310.923.394', '31. CHI PHÍ SÀN XUÁT, KINH DOANH THEO YÉU TÓ']"
779,value,MCH,2018,MCH_financial_statements_2018_consolidated,MCH_financial_statements_2018_consolidated|1455,65,1,1,Lãi cơ bản trên cổ phiếu,2018VND | 5.549,5.549,5549.0,,,1.0,as_printed,5549.0,1,"['(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', '(iii) Lãi cơ bản trên cổ phiếu']"
779,value,MML,2018,MML_financial_statements_2018_consolidated,MML_financial_statements_2018_consolidated|241,5,6,3,Lãi cơ bản trên cổ phiếu,2018 VND | 232.158.275.144 | Phân bổ:,442,442.0,,,1.0,as_printed,442.0,1,"['Mâu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
781,value,PC1,2018,PC1_financial_statements_2018_separate,PC1_financial_statements_2018_separate|242,2,11,3,8. Vay và nợ thuê tài chính ngắn hạn,31/12/2018 | VND | 2.134.863.760.905,428.317.685.485,428317685485.0,,,1.0,as_printed,428317685485.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG', 'Tại ngày 31 tháng 12 năm 2018', '(tiếp theo)']"
781,value,GEX,2018,GEX_financial_statements_2018_separate,GEX_financial_statements_2018_separate|306,7,10,3,8. Vay ngắn hạn,Số cuối năm | 3.595.377.615.815 | 2.843.715.330.436,1.679.861.225.714,1679861225714.0,,,1.0,as_printed,1679861225714.0,1,"['BÁO CÁO KÊT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018', 'Đơn vị tính: VND']"
